index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,色,都道府県,店舗
1,225.9,14000,2,0,0,1,1,青,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
2,154.8,86000,3,0,0,1,1,灰深,新潟県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ新潟店
3,155.7,80000,3,0,0,1,1,灰深,新潟県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ新潟店
4,99.9,70000,8,0,1,0,1,茶,愛知県,ネクステージ ４１号小牧店
5,149.8,27000,7,0,1,0,1,赤,愛知県,ガリバー Ｒ１豊橋店
6,143.3,98000,3,0,0,1,1,灰深,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
7,147.3,93000,3,0,0,1,1,黒,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
8,148.5,92000,3,0,0,1,1,黒,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
9,149,82000,3,0,0,1,1,緑,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
10,149.8,91000,3,0,0,1,1,灰,千葉県,Ｇ－ＡＦＴＥＲ 成田店
11,149.8,98000,3,0,0,1,1,緑,千葉県,Ｇ－ＡＦＴＥＲ 成田店
12,149.8,90000,3,0,0,1,1,灰深,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
13,149.9,89000,3,0,0,1,1,灰,千葉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ千葉北インター店
14,153.9,82000,3,0,0,1,1,灰深,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
15,154.8,86000,3,0,0,1,1,黒黒,千葉県,Ｇ－ＡＦＴＥＲ 成田店
16,154.8,86000,3,0,0,1,1,黒,埼玉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ越谷レイクタウン店
17,154.8,86000,3,0,0,1,1,緑,千葉県,Ｇ－ＡＦＴＥＲ 成田店
18,159,80000,3,0,0,1,1,緑薄,新潟県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ新潟店
19,159.6,82000,3,0,0,1,1,灰,千葉県,Ｇ－ＡＦＴＥＲ 成田店
20,159.8,85000,3,0,0,1,1,深灰,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
21,159.8,86000,3,0,0,1,1,緑,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
22,159.9,81000,3,0,0,1,1,緑,新潟県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ新潟店
23,162.3,89000,3,0,0,1,1,灰Ｍ,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
24,164.8,78000,3,0,0,1,1,灰黒,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
25,169.8,74000,3,0,0,1,1,灰,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
26,174.8,67000,3,0,0,1,1,灰,千葉県,Ｇ－ＡＦＴＥＲ 成田店
27,174.8,65000,3,0,0,1,1,灰Ｍ,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
28,99.8,89000,8,0,1,1,1,青Ｍ,福島県,（有）マイカーセンター渡辺　プリウス専門店
29,164.8,81000,3,0,0,1,1,緑,新潟県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ新潟店
30,127.7,55000,7,0,1,0,1,銀Ｍ,愛知県,トヨタカローラ名古屋（株） Ｕ－Ｃａｒ刈谷
31,129.7,53000,8,0,1,1,1,青Ｍ,愛知県,ガリバー 一宮店
32,105.8,44000,9,0,1,0,1,赤Ｍ,宮城県,ガリバー 仙台利府店
33,98.1,32000,9,0,1,0,1,銀Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
34,164.8,75000,3,0,0,1,1,緑,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
35,128.3,28000,8,0,1,0,1,黒Ｍ,大阪府,トヨタモビリティ新大阪（株） Ｕ－Ｃａｒくずは北山店
36,115.6,49000,8,0,1,0,1,茶真珠,福井県,リバティ 鯖江店
37,99.9,64000,10,0,1,0,1,黒,新潟県,ネクステージ 長岡店
38,98.6,59000,10,0,1,0,1,薄銀Ｍ,長崎県,ネクステージ 時津店
39,164.8,76000,3,0,0,1,1,灰Ｍ,埼玉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ越谷レイクタウン店
40,189.8,59000,4,0,0,1,0,白真珠,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
41,139.2,22000,7,0,1,0,1,青Ｍ,宮崎県,宮崎トヨタ自動車 カローラ宮崎　Ｕ－Ｃａｒ花ヶ島店
42,104.9,54000,10,0,1,0,1,黄,愛知県,ネクステージ 名古屋茶屋店
43,134.3,41000,7,0,1,0,1,赤Ｍ,愛知県,トヨタカローラ愛知（株） 野並マイカーセンター
44,91.3,59000,11,0,1,1,1,青Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
45,235.9,29000,3,0,1,1,1,赤Ｍ,埼玉県,エバーグリーンオート株式会社 サード店
46,182.7,52000,5,0,1,1,1,真珠白,山梨県,ネクステージ 甲府バイパス店
47,109.9,67000,10,0,1,1,1,黒Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
48,108.6,38000,9,0,1,0,1,赤,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
49,117.3,81000,8,0,1,1,1,茶真珠,宮城県,株式会社エーシーネクスト 利府店
50,85.9,86000,6,0,0,0,0,黄黄,千葉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ千葉北インター店
51,150.9,49000,7,0,1,0,1,赤黒II,愛知県,ガリバー １号知立店
52,206.8,39000,7,0,1,0,1,銀Ｍ,秋田県,ガリバー 秋田御所野店
53,187,45000,5,0,1,1,1,赤,愛知県,ガリバー 名古屋大森インター店
54,196.8,26000,3,0,0,0,1,真珠,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
55,186.8,32000,4,0,0,0,0,灰,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
56,174.9,57000,3,0,0,0,0,黒,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
57,109,68000,9,0,1,0,1,茶真珠,三重県,（株）オートモール ヴァーサス伊勢店
58,125.8,60000,10,0,1,1,1,赤Ｍ,大阪府,ガリバー 茨木店
59,136.9,35000,7,0,1,0,1,青Ｍ,三重県,リバティ イオンタウン松阪船江店
60,204,16000,3,0,0,0,0,黒黒,千葉県,Ｇ－ＡＦＴＥＲ 成田店
61,97.8,49000,9,1,1,1,0,赤,神奈川県,ＣＡＲ　ＢＡＮＫ　ＲＩＧＨＴ
62,114.9,42000,9,0,1,0,1,黄,愛知県,ガリバー 名古屋茶屋店
63,96.4,47000,10,0,1,0,1,青Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
64,135.9,68000,8,0,1,1,1,茶Ｍ,愛知県,ネクステージ 江南店
65,89.6,87000,11,0,1,0,1,黒,大分県,ネクステージ 大分店
66,119.9,65000,8,0,0,1,0,緑,千葉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ千葉北インター店
67,189.7,33000,4,0,0,0,0,黒,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
68,129.8,64000,8,0,1,0,1,白真珠,兵庫県,ガリバー 垂水店
69,224.8,30000,5,0,1,1,1,黒Ｍ,愛知県,ガリバー １号知立店
70,139.9,51000,9,0,1,0,1,真珠白,北海道,ネクステージ 帯広店
71,77.8,97000,10,0,1,0,0,桃,宮城県,ＣＡＲ　ＢＡＮＫ　ＲＩＧＨＴ　ベース仙台店
72,229.6,32000,3,0,0,1,1,II灰青,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
73,108,57000,11,0,1,1,1,青Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
74,100,78000,10,0,1,0,1,黒Ｍ,愛知県,（株）ホンダカーズ東海 八事店
75,106.8,78000,10,0,1,0,1,赤Ｍ,富山県,インディオ富山
76,108.9,15000,9,0,1,0,1,銀Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
77,181.9,49000,6,0,1,1,1,黒Ｍ,福島県,トヨタカローラいわき 勿来店
78,128.8,78000,6,0,1,0,1,黒Ｍ,沖縄県,ガリバー ５８号宜野湾店
79,214.7,9000,3,0,0,0,0,真珠白,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
80,151.9,41000,7,0,1,0,1,青Ｍ,大阪府,トヨタモビリティ新大阪（株） Ｕ－Ｃａｒくずは北山店
81,184.8,41000,3,0,0,0,1,真珠,千葉県,Ｇ－ＡＦＴＥＲ 成田店
82,91.4,100000,10,0,1,1,1,黒,愛知県,ミニバン専門店　ファイントラストエアポート店
83,94.6,50000,11,0,1,0,1,黒,埼玉県,ヤマヒロ 所沢下富店
84,187.1,31000,5,0,1,1,1,赤Ｍ,大阪府,トヨタモビリティ新大阪（株） Ｕ－Ｃａｒ中環茨木店
85,129.8,61000,9,0,1,0,1,黒Ｍ,福島県,ガリバー いわき小名浜店
86,249.8,38000,2,0,1,1,1,薄緑,大阪府,ガリバー 泉北店
87,129.9,85000,6,0,1,0,1,赤Ｍ,福岡県,ネクステージ 八幡西店
88,198.9,15000,3,0,1,0,1,薄緑,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
89,112.7,19000,9,0,0,0,0,紫,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
90,122.4,64000,10,0,1,1,1,黄,岡山県,ガリバー 津山店
91,268.8,22000,2,0,1,1,1,白真珠,愛知県,ガリバー 北名古屋店
92,103.9,97000,10,0,1,1,1,黒,福岡県,ネクステージ 新宮店
93,222.8,18000,4,0,1,1,1,茶真珠,群馬県,ガリバー 前橋南インター店
94,95.7,81000,9,0,1,1,1,白真珠,埼玉県,ネッツトヨタ東埼玉 Ｕネッツ藤沢
95,233.9,44000,4,0,0,1,0,緑緑,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
96,229.5,19000,3,0,0,1,1,黒,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
97,262.4,7000,1,0,0,1,0,茶緑,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
98,182.8,45000,7,0,1,1,1,茶真珠,兵庫県,ガリバー 垂水店
99,103.1,79000,9,0,1,1,1,青Ｍ,埼玉県,エムズオート　ＪＵ適正販売店
100,204.9,22000,3,0,0,0,0,青,千葉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ千葉北インター店
101,126.8,62000,9,0,1,0,1,青Ｍ,岡山県,ＷＥＣＡＲＳ（ウィーカーズ） 岡山店
102,161.8,66000,8,0,1,1,1,紫,広島県,ガリバー 広島吉島店
103,233.8,32000,3,0,1,0,0,黒,愛知県,グッドスピード ＭＥＧＡ　ＳＵＶ豊川御油店
104,136.8,82000,7,0,1,1,1,赤Ｍ,宮城県,ガリバー 仙台利府店
105,150.2,36000,7,0,1,0,1,赤Ｍ,宮崎県,宮崎トヨタ自動車 ネッツ宮崎　花ヶ島マイカーセンター
106,157.9,42000,7,0,1,0,1,真珠白,愛知県,ＳＵＶ　ＬＡＮＤ 豊橋
107,96.4,78000,10,0,1,0,1,銀Ｍ,奈良県,奈良トヨタ（株） Ｕ－ＣａｒＭａｘ奈良八条店
108,143.8,26000,8,0,1,0,1,銀Ｍ,千葉県,ガリバー 千葉ニュータウン店
109,124.9,67000,9,0,1,0,1,薄銀Ｍ,和歌山県,ネクステージ 和歌山国体道路店
110,114.8,64000,9,0,1,0,1,赤Ｍ,群馬県,ガリバー 高前バイパス店
111,205.8,39000,5,0,1,1,1,紺Ｍ,埼玉県,ガリバー 新狭山店
112,229.8,53000,4,0,0,1,0,真珠白,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
113,207.9,41000,5,0,1,1,1,濃赤Ｍ,宮城県,ネクステージ 名取店
114,247.7,21000,3,0,1,1,1,橙,栃木県,Ｈｏｎｄａ　Ｃａｒｓ　栃木 インターパーク店（認定中古車取扱店）
115,172.2,24000,7,0,1,0,1,黒Ｍ,香川県,ガリバー 高松東山崎店
116,113.9,50000,9,0,1,0,1,青Ｍ,滋賀県,リバティ 彦根店
117,259.9,24000,3,0,1,1,1,真珠白,愛知県,ネクステージ 守山店
118,299.8,14000,3,0,1,1,1,濃灰,埼玉県,ガリバー 新狭山店
119,149.8,66000,7,0,1,1,1,茶,埼玉県,ＣＡＲ　ＢＡＮＫ　ＲＩＧＨＴ　春日部フィールド店
120,179.9,60000,6,0,1,1,1,真珠白,大阪府,ネクステージ 寝屋川店
121,109.9,80000,10,0,1,1,1,白真珠,千葉県,カインドアウトレット千葉　コンパクトハイブリッド専門店 プリウス／アクア／ノート／フィット
122,269.9,12000,1,0,1,1,1,真珠白,神奈川県,ネクステージ 厚木店
123,137.7,71000,7,0,0,1,0,白真珠,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
124,159.8,58000,8,0,1,1,1,真珠白,岡山県,ユーカープラス
125,119.6,75000,9,0,1,0,1,真珠白,大分県,ネクステージ 大分店
126,134.8,58000,8,0,0,0,1,茶真珠,千葉県,Ｇ－ＡＦＴＥＲ 成田店
127,153.8,46000,8,0,1,0,1,黒Ｍ,東京都,ガリバー 八王子みなみ野店
128,214.8,68000,3,0,0,1,0,黒,新潟県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ新潟店
129,239.8,3000,3,0,0,1,1,青,埼玉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ越谷レイクタウン店
130,173.7,40000,7,0,1,1,1,赤,茨城県,Ｈｏｎｄａ　Ｃａｒｓ　茨城 大宮店（認定中古車取扱店）
131,293.8,22000,3,0,1,1,1,白真珠,愛知県,ガリバー 豊橋店
132,181.8,70000,5,0,1,1,1,黒Ｍ,宮城県,ガリバー アウトレット古川バイパス店
133,244.9,38000,3,0,1,1,1,黒,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
134,239.2,74000,4,0,1,1,1,薄緑,宮城県,ガリバー 南仙台店
135,199.8,33000,4,0,1,0,1,黒Ｍ,熊本県,ガリバー 熊本店
136,249.9,10,1,0,1,1,1,緑,岐阜県,ネクステージ 美濃加茂店
137,129.7,51000,10,0,1,0,1,黒,愛知県,ガリバー 一宮店
138,109.9,79000,9,0,1,1,1,黒,埼玉県,株式会社ｗｉｔｈ　ｌｅａｐｓ【ＪＵ適正販売店】
139,299.8,5000,2,0,1,1,1,赤真珠,熊本県,ガリバー 熊本店
140,219.8,4000,3,0,0,0,1,緑,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
141,183.8,48000,7,0,1,0,1,黒Ｍ,福島県,ガリバー いわき小名浜店
142,89.8,78000,10,0,1,0,1,茶,神奈川県,ネクステージ 横浜港北インター店
143,157.8,52000,7,0,1,0,1,赤Ｍ,埼玉県,ガリバー 吉川美南店
144,209.8,31000,4,0,1,1,1,銀Ｍ,大阪府,（株）カミタケモータース 枚方本店
145,149.9,46000,7,0,1,0,1,赤Ｍ,愛媛県,リバティ 久米窪田店
146,220.3,50000,3,0,0,1,0,真珠白,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
147,140.9,43000,8,0,1,0,1,白真珠,兵庫県,ガリバー 姫路店
148,138.5,63000,6,0,1,0,1,青Ｍ,埼玉県,埼玉トヨペット 朝霞支店
149,117.8,71000,10,0,1,1,1,黄,愛知県,トヨタカローラ愛知（株） 扶桑マイカーセンター
150,79.9,77000,11,0,1,0,1,黒Ｍ,福井県,リバティ 鯖江店
151,231.5,54000,3,0,1,1,1,深灰,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
152,116.9,96000,8,0,0,1,0,真珠白,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
153,109.9,50000,10,0,1,0,1,黒Ｍ,香川県,ネクステージ 丸亀店
154,253.8,21000,3,0,0,1,0,黒黒,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
155,159.8,64000,8,0,1,1,1,黒,大阪府,カーチス南港
156,165.8,37000,7,0,1,0,1,赤Ｍ,大阪府,ガリバー 茨木店
157,249.8,7000,3,0,0,1,1,黒,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
158,109.9,83000,9,0,1,1,1,黒Ｍ,千葉県,カインドアウトレット千葉　コンパクトハイブリッド専門店 プリウス／アクア／ノート／フィット
159,180.4,37000,5,0,1,0,1,赤Ｍ,愛知県,トヨタカローラ名古屋（株） ２４８上地店
160,139.8,53000,10,0,1,1,1,黒Ｍ,佐賀県,ガリバー 佐賀本庄店
161,263.2,6000,3,0,1,1,1,緑,兵庫県,ネッツトヨタゾナ神戸（株） 三木店
162,128.8,77000,8,0,1,0,1,黒Ｍ,佐賀県,ガリバー 佐賀本庄店
163,251.8,9000,2,0,1,0,1,薄緑,三重県,ガリバー 朝日店
164,129.4,19000,9,0,1,0,1,赤Ｍ,埼玉県,トヨタカローラ埼玉 Ｕステージ上尾
165,137.6,81000,8,0,1,1,1,黒Ｍ,愛知県,トヨタカローラ名古屋（株） 尾張旭井田店
166,179.9,44000,7,0,1,0,1,茶真珠,茨城県,ガリバー ひたち海浜公園前店
167,214.9,36000,4,0,1,1,1,真珠Ｍ,栃木県,栃木トヨタ自動車（株） Ｕ－Ｃａｒ　小山羽川店
168,179.8,38000,7,0,1,0,1,赤Ｍ,愛媛県,ガリバー 新居浜インター店
169,109.2,50000,9,0,1,0,1,茶真珠,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
170,105.8,65000,11,0,1,0,1,茶真珠,神奈川県,ガリバー 平塚店
171,249.8,44000,3,0,1,1,1,薄緑,佐賀県,ネクステージ 南佐賀店
172,259.9,8000,3,0,0,1,1,緑,千葉県,Ｇ－ＡＦＴＥＲ 成田店
173,297.8,21000,3,0,1,1,1,黒,愛媛県,ガリバー 新居浜インター店
174,249.9,7000,3,0,1,0,1,黒,愛媛県,ネクステージ 松山中央店
175,247.8,15000,2,0,1,0,1,真珠Ｍ,岐阜県,トヨタカローラネッツ岐阜（株） ネッツ美濃加茂店
176,114.9,57000,10,0,1,1,1,赤Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
177,168.9,33000,5,0,1,0,1,真珠Ｍ,栃木県,栃木トヨタ自動車（株） Ｕ－Ｃａｒ　西那須野店
178,187.8,24000,7,0,1,0,1,茶真珠,福岡県,ガリバー 八女店
179,109.9,94000,8,0,1,0,1,薄銀,千葉県,ネクステージ 幕張店
180,179.8,73000,5,0,1,1,1,黒Ｍ,佐賀県,ガリバー 佐賀本庄店
181,206.8,36000,5,0,1,0,1,黒Ｍ,埼玉県,ガリバー 新狭山店
182,189.8,60000,4,0,1,0,1,黒Ｍ,熊本県,ユナイテッドトヨタ熊本株式会社 Ｒ３２５店
183,258.8,67000,3,0,1,1,1,薄茶,石川県,グッドスピード ＭＥＧＡ　ＳＵＶ金沢店
184,239.8,6000,3,0,0,1,1,灰Ｍ,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
185,129.9,52000,9,0,1,0,1,黒Ｍ,愛知県,ＳＵＶ　ＬＡＮＤ 豊橋
186,189.8,41000,5,0,1,0,1,白真珠,高知県,ガリバーアウトレット 高知土佐道路店
187,268.3,46000,3,0,1,1,1,橙,三重県,（株）ホンダカーズ三重 ＨＣＭモビリティ河芸店
188,295.9,18000,2,0,1,1,1,灰,愛知県,ネクステージ 岡崎美合店
189,189.6,52000,3,0,0,0,0,真珠白,千葉県,Ｇ－ＡＦＴＥＲ 成田店
190,259.9,6,0,0,1,1,1,薄茶,熊本県,リバティ ドリーム熊本インター店
191,139.9,86000,7,0,1,1,1,黒Ｍ,三重県,リバティ イオンタウン松阪船江店
192,82.8,78000,10,0,1,0,0,黄,埼玉県,エル・レカーズ　４号バイパス店
193,147.8,79000,8,0,1,1,1,紫,山口県,ガリバー 山口店
194,259.8,16000,3,0,0,1,1,緑,千葉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ千葉北インター店
195,168.6,52000,7,0,1,0,1,黒Ｍ,福岡県,ガリバー 八女店
196,290.8,14,1,0,1,1,1,真珠Ｍ,群馬県,ガリバー 前橋南インター店
197,125.8,86000,8,0,1,0,1,青Ｍ,沖縄県,ガリバー うるま店
198,146.9,55000,7,0,1,0,1,白真珠,滋賀県,リバティ 栗東店
199,189.8,36000,6,0,1,0,1,黒Ｍ,静岡県,ガリバー 磐田店
200,179.8,37000,7,0,1,0,1,白真珠,滋賀県,ガリバー 彦根南店
201,208.6,41000,5,0,1,1,1,茶Ｍ,大阪府,トヨタカローラ南海（株） 諏訪森プラザ
202,249.8,37000,2,0,1,1,1,青,愛知県,ガリバー 名古屋茶屋店
203,154.9,66000,4,0,0,1,0,黒Ｍ,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
204,201.8,21000,5,0,1,0,1,薄灰青,福岡県,ガリバー 八幡店
205,233.6,36000,3,0,1,0,1,青灰,茨城県,茨城トヨペット株式会社 Ｕ－Ｃａｒセンター６号みのり店
206,159.6,49000,9,0,1,0,1,赤Ｍ,岩手県,（株）トーサイ　４ＷＤ　ＳＥＬＥＣＴ　盛岡インター店
207,241.9,18000,2,0,1,0,1,黒,東京都,ガリバー 瑞穂店
208,162.8,65000,8,0,1,1,1,青Ｍ,宮城県,ガリバー 仙台利府店
209,264.9,29000,2,0,1,1,1,黒,愛知県,ネクステージ 刈谷店
210,282.9,11000,3,0,1,1,1,黒,千葉県,ＳＵＶ　ＬＡＮＤ 船橋習志野
211,246.7,4000,2,0,1,0,1,緑,静岡県,アツミモータース 浜北インター店
212,129.9,63000,8,0,1,0,1,白真珠,兵庫県,リバティ 尼崎店
213,226.8,44000,5,0,1,1,1,黒Ｍ,広島県,ガリバー 広島吉島店
214,289.8,26000,3,0,1,1,1,赤Ｍ,北海道,ガリバー 札幌清田店
215,247.8,13000,2,0,1,0,1,黒,愛知県,ガリバー 名古屋茶屋店
216,233.8,35000,4,0,1,1,1,黒Ｍ,東京都,ガリバー 八王子みなみ野店
217,133.7,80000,6,0,1,0,1,真珠Ｍ,福島県,トヨタカローラいわき 原町店
218,209,30000,5,0,1,1,1,真珠白,群馬県,ネッツＧＴＧ えぎ店
219,185.8,23000,6,0,1,0,1,赤Ｍ,群馬県,ガリバー 前橋南インター店
220,114.8,41000,10,0,1,0,1,黒Ｍ,大阪府,ガリバー 茨木店
221,261.2,32000,3,0,1,1,1,白真珠,茨城県,ホリエオート 古河下山店　ＪＵ適正販売店
222,197.9,50000,5,0,1,1,1,茶,愛知県,ＳＵＶ　ＬＡＮＤ 豊橋
223,169.3,33000,6,0,1,0,1,銀Ｍ,愛知県,ネッツトヨタ中部（株） Ｕ－Ｃａｒ春日井
224,138.8,36000,9,0,1,0,1,赤Ｍ,埼玉県,ガリバーＷＯＷ！ＴＯＷＮ 大宮
225,169.8,55000,6,0,1,0,1,黒Ｍ,新潟県,ガリバー 新潟店
226,219.8,31000,7,0,1,1,0,紫Ｍ,大阪府,ガリバー 泉北店
227,149.8,64000,8,0,1,0,1,白真珠,大阪府,ガリバー 泉北店
228,199.8,34000,5,0,1,0,1,銀Ｍ,愛知県,ガリバー 名古屋茶屋店
229,266.3,31000,4,0,1,1,1,白真珠,茨城県,オーテックプラスつくば店
230,254.9,20,1,0,1,1,1,黒,千葉県,ＳＵＶ　ＬＡＮＤ 柏
231,107.5,89000,11,0,1,1,1,銀,兵庫県,ホンダカーズ兵庫 三田中央店Ｈｏｎｄａ　Ｕ－Ｃａｒ
232,107.9,83000,9,0,1,0,1,黒,滋賀県,ネクステージ 東近江店
233,199.9,58000,5,0,1,1,1,銀,長野県,ガリバー 佐久店
234,148.2,54000,6,0,1,1,1,白真珠,大阪府,ビジレンネクスト　枚方店
235,265.9,23000,3,0,1,1,1,深灰II,東京都,ＷＥＣＡＲＳ（ウィーカーズ） 多摩店
236,155.8,76000,7,0,1,1,1,赤Ｍ,埼玉県,ガリバー 吉川美南店
237,146.2,56000,8,0,1,0,1,白真珠,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
238,172.8,46000,8,0,1,0,1,白真珠,宮城県,ガリバー 仙台富谷店
239,258.8,26000,3,0,1,0,1,黒,愛知県,ガリバー 豊橋店
240,199.8,28000,5,0,1,0,1,黒Ｍ,福岡県,ガリバー 八幡店
241,254.6,52000,3,0,1,1,1,深灰,京都府,（株）平安オート　ＪＵ適正販売店
242,124.9,87000,9,0,1,1,1,真珠白,栃木県,ネクステージ 小山店
243,237.4,12000,3,0,1,0,1,真珠Ｍ,埼玉県,埼玉トヨペット Ｕ－ｃａｒランド一平　東松山店
244,199.8,33000,5,0,1,0,1,白真珠,高知県,ガリバーアウトレット 高知土佐道路店
245,99.5,65000,11,0,1,0,1,赤Ｍ,埼玉県,トヨタカローラ埼玉 春日部小渕店
246,125.2,84000,6,0,1,0,1,黒,愛知県,ミニバン専門店　ファイントラストエアポート店
247,109.9,42000,11,0,1,0,1,青Ｍ,東京都,ガリバー 瑞穂店
248,244.9,21000,3,0,1,0,1,白,福岡県,福祉車両のみ１５０台展示　福祉車両専門店（一社）福祉車両のたすかる
249,248.9,10000,2,0,1,0,1,白真珠,大阪府,リバティ 貝塚店
250,170.8,31000,8,0,1,0,1,白真珠,福岡県,ガリバー 八幡店
251,156.8,39000,8,0,1,0,1,黒,大阪府,カーチス枚方
252,159.8,22000,9,0,1,1,1,黄,愛知県,ガリバー 岩塚本通店
253,172.8,29000,7,0,1,0,1,青Ｍ,奈良県,奈良トヨタ（株） 田原本マイカーセンター
254,169.3,54000,7,0,1,1,1,赤Ｍ,埼玉県,埼玉トヨペット 朝霞支店
255,298.8,28000,3,0,1,1,0,白真珠,福井県,ガリバー ８号越前店
256,179.8,44000,4,0,1,0,1,黒,神奈川県,ネクステージ 小田原店
257,259.9,12,1,0,1,1,1,黒,熊本県,リバティ ドリーム熊本インター店
258,251.9,20,1,0,1,1,1,真珠,福岡県,ケイカフェ やはた店
259,259.9,10,1,0,1,1,1,黒,熊本県,リバティ ドリーム熊本インター店
260,236.5,14000,4,0,1,1,1,白真珠,埼玉県,ネッツトヨタ東埼玉 Ｕネッツ春日部
261,198.8,38000,6,0,1,1,1,赤,愛知県,ガリバー 守山店
262,97.8,58000,10,0,1,0,1,赤Ｍ,埼玉県,エル・レカーズ　４号バイパス店
263,116.8,116000,8,0,1,1,1,紫,宮城県,ガリバー 南仙台店
264,218.5,46000,4,0,0,0,0,深灰,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
