index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,色,都道府県,店舗
2897,300.7,33000,3,0,1,1,1,青灰,群馬県,ネッツトヨタ群馬 高崎駅東口店中古車センター
2898,327.9,9000,1,0,1,1,1,真珠Ｍ,福岡県,ＴＲＩＡＬ　ＣＡＲＳ（トライアルカーズ） 飯塚店
2899,274.6,26000,3,0,1,0,1,真珠,岡山県,ＷＥＣＡＲＳ（ウィーカーズ） 岡山南店
2900,252.6,54000,4,0,1,1,1,黒,茨城県,茨城トヨペット株式会社 Ｕ－Ｃａｒセンター土浦高津店
2901,329.2,7,1,0,1,1,1,真珠Ｍ,愛媛県,リバティ 久米窪田店
2902,146.9,69000,9,0,1,0,1,真珠,広島県,ＷＥＣＡＲＳ（ウィーカーズ） 福山店
2903,164.8,52000,9,0,1,0,1,黒Ｍ,沖縄県,ガリバー ３２９南風原店
2904,298,8,0,0,1,0,1,緑緑,愛知県,（株）エムズオート　３号店
2905,292.7,10000,4,0,1,1,1,真珠,神奈川県,ＷＥＣＡＲＳ（ウィーカーズ） 瀬谷橋戸店
2906,289.8,25000,4,0,1,1,1,赤Ｍ,兵庫県,ひまわりガーデン　神戸本店／株式会社オートスタイルトレーディング
2907,298,6,1,0,1,0,1,緑緑,愛知県,（株）エムズオート　３号店
2908,298,10,1,0,1,0,1,薄茶,愛知県,（株）エムズオート　３号店
2909,133,75000,10,0,1,0,1,真珠,埼玉県,ＷＥＣＡＲＳ（ウィーカーズ） 浦和美園店
2910,270.5,20000,4,0,1,0,1,薄茶,愛知県,トヨタカローラ名古屋（株） Ｕ－Ｃａｒ日進竹の山
2911,204.8,28000,7,0,1,0,1,黒Ｍ,茨城県,ガリバー １２４号鹿嶋店
2912,134.8,74000,9,0,1,0,1,真珠白,佐賀県,ネクステージ 佐賀北部バイパス店
2913,307.5,34000,3,0,1,1,1,黒,長野県,ＷＥＣＡＲＳ（ウィーカーズ） 松本店
2914,199.8,39000,7,0,1,1,1,黒Ｍ,沖縄県,ガリバー 那覇店
2915,349.9,17,1,0,1,1,1,黒,鳥取県,軽自動車専門店ケイスマイル鳥取店
2916,349.9,19,1,0,1,1,1,黒,鳥取県,軽自動車専門店ケイスマイル鳥取店
2917,298,17000,3,0,1,1,1,灰,愛知県,トヨタカローラ愛知（株） 野並マイカーセンター
2918,297.2,25000,4,0,1,1,1,薄緑,香川県,ＷＥＣＡＲＳ（ウィーカーズ） 高松国分寺店
2919,143.3,72000,9,0,1,1,1,真珠,滋賀県,ＷＥＣＡＲＳ（ウィーカーズ） 草津店
2920,178,47000,8,0,1,0,1,茶Ｍ,熊本県,熊本トヨペット 水俣店
2921,309.9,21000,4,0,1,1,1,緑,岐阜県,ネクステージ 大垣店
2922,304.9,14000,3,0,1,1,1,薄茶,群馬県,ガリバー 太田３５４バイパス店
2923,229.7,31000,7,0,1,1,1,黒Ｍ,大阪府,ワンゼット　箕面店
2924,129.8,86000,7,0,1,0,1,赤黒II,愛知県,ガリバー ４１号小牧店
2925,353.6,20,1,0,1,1,1,真珠Ｍ,兵庫県,ＷＥＣＡＲＳ（ウィーカーズ） 川西店
2926,267.5,15,1,0,1,1,1,真珠,茨城県,ＷＥＣＡＲＳ（ウィーカーズ） つくば店
2927,124.9,90000,10,0,1,0,1,真珠,香川県,株式会社ＢＲＡＣＡ
2928,298.8,10000,3,1,1,1,1,白真珠,北海道,カーセブン　恵庭店
2929,164.8,48000,8,0,1,0,1,白真珠,新潟県,ガリバー ８号燕三条店
2930,150,40000,10,0,1,0,1,白真珠,東京都,株式会社Ｋ－５
2931,158.8,12000,10,0,1,0,1,赤,静岡県,ガリバー 掛川店
2932,178.5,41000,7,0,1,0,1,赤Ｍ,奈良県,奈良トヨタ（株） 五條店
2933,337.6,20000,3,0,1,1,1,青,北海道,カーセブン旭川店
2934,196.9,43000,7,0,1,0,1,茶真珠,岡山県,ＷＥＣＡＲＳ（ウィーカーズ） 岡山店
2935,217,43000,8,0,1,1,1,白真珠,京都府,（株）平安オート　ＪＵ適正販売店
2936,265.1,61000,3,0,1,1,1,深灰,宮城県,株式会社エーシーネクスト 利府店
2937,352.9,10,0,0,1,1,1,薄緑,大阪府,Ｍ’ｚ　ＳＰＥＥＤ／エムズスピード　大阪箕面店
2938,253,16000,4,0,1,0,1,薄緑,神奈川県,ブラックムーン 横浜店
2939,277.6,77000,4,0,1,1,1,薄茶,徳島県,ＷＥＣＡＲＳ（ウィーカーズ） 徳島上板店
2940,217.4,35000,5,0,1,0,0,黒Ｍ,佐賀県,ＷＥＣＡＲＳ（ウィーカーズ） 佐賀北部バイパス店
2941,289,6000,1,0,1,0,1,薄茶,愛知県,（株）エムズオート　３号店
2942,229.9,44000,5,0,1,1,1,黒,群馬県,ネクステージ 太田店
2943,182.9,53000,9,0,1,1,1,黒,山梨県,ネクステージ 甲府昭和インター店
2944,274.2,49000,3,0,1,1,1,真珠Ｍ,大阪府,ネッツトヨタニューリー北大阪（株） 豊中少路店
2945,225.9,13000,5,0,1,0,1,白真珠,山形県,プライムオート 本社
2946,177.8,18000,7,0,1,0,1,銀,福岡県,ＷＥＣＡＲＳ（ウィーカーズ） 西福岡店
2947,354.7,6,0,0,1,1,1,薄茶,大阪府,Ｍ’ｚ　ＳＰＥＥＤ／エムズスピード　大阪箕面店
2948,180.4,26000,8,0,1,0,1,薄茶,大阪府,（株）ジョブカーズ 枚方東店
2949,169.8,59000,9,0,1,1,1,白,神奈川県,Ｖ２　ＳＴＹＬＥ
2950,308,29000,3,0,1,1,1,薄緑,福岡県,ＷＥＣＡＲＳ（ウィーカーズ） 小倉西港店
2951,296.4,23000,4,0,1,1,1,真珠,埼玉県,カーセブンＭＥＧＡ三郷店
2952,313.5,9000,3,0,1,1,1,真珠白,神奈川県,リバーサイド Ｓ・Ｓ（ストックシェア）専門店
2953,302.3,27000,3,0,1,1,1,黒,愛知県,ネッツトヨタ中部（株） Ｕ－Ｃａｒ米野木
2954,312.6,17000,2,0,1,1,1,薄茶,群馬県,ＷＥＣＡＲＳ（ウィーカーズ） 前橋店
2955,219.9,31000,5,0,1,0,1,薄茶,京都府,ガリバー 舞鶴店
2956,340.2,11000,2,0,1,1,1,薄緑,神奈川県,リバーサイド フルタイム店
2957,372.9,20,1,0,1,1,1,真珠Ｍ,群馬県,月々払い専門店　ティープラス
2958,274.8,37000,4,0,1,0,1,緑,鹿児島県,ガリバーアウトレット 薩摩川内店
2959,113.1,90000,9,0,1,0,0,黒Ｍ,静岡県,ＷＥＣＡＲＳ（ウィーカーズ） 浜松南店
2960,297.7,45000,3,0,1,1,1,薄緑,滋賀県,ＷＥＣＡＲＳ（ウィーカーズ） 草津店
2961,317.8,12000,1,0,1,1,1,薄茶,福岡県,ガリバー 太宰府インター　ミニバン専門店
2962,106.6,99000,9,0,1,0,1,真珠,福島県,ＷＥＣＡＲＳ（ウィーカーズ） 郡山店
2963,265.6,41000,4,0,1,1,1,白真珠,茨城県,伊藤自動車 ＩＴＯ　ＭＯＴＯＲ
2964,225,65000,4,0,1,0,1,薄茶,鳥取県,オートルビーズ
2965,202.9,36000,7,0,1,0,1,濃黒Ｍ,宮城県,ネクステージ 名取店
2966,363.6,20,0,0,1,1,1,真珠Ｍ,広島県,ＷＥＣＡＲＳ（ウィーカーズ） 広島安佐南店
2967,117,100000,9,0,1,0,1,真珠,茨城県,ＷＥＣＡＲＳ（ウィーカーズ） ひたちなか店
2968,89,16000,11,0,0,0,0,白真珠,神奈川県,エースカーセールス 第１センター
2969,259.5,28000,3,0,1,0,1,白金,栃木県,Ｈｏｎｄａ　Ｃａｒｓ　栃木 インターパーク店（認定中古車取扱店）
2970,145.9,78000,10,0,1,1,1,真珠白,埼玉県,ネクステージ 鴻巣店
2971,199.8,47000,7,0,1,1,1,真珠白,岡山県,ユーカープラス
2972,363.7,10,0,0,1,1,1,薄緑,広島県,ＷＥＣＡＲＳ（ウィーカーズ） 広島西店
2973,335,13,0,0,1,1,1,緑緑,愛知県,（株）エムズオート　３号店
2974,363.6,70,0,0,1,1,1,灰II,大阪府,ＷＥＣＡＲＳ（ウィーカーズ） 茨木インター店
2975,159,45000,9,0,0,0,1,銀,青森県,樋川自動車
2976,247.6,35000,4,0,1,1,1,薄茶II,愛知県,ＷＥＣＡＲＳ（ウィーカーズ） 春日井店
2977,389.9,10,1,0,1,1,1,真珠白,茨城県,ネクステージ つくば店
2978,189.9,43000,9,0,1,0,1,真珠白,北海道,ネクステージ 札幌厚別店
2979,130.8,59000,10,0,1,0,1,黒Ｍ,滋賀県,ガリバー ８号長浜店
2980,236.3,14000,5,0,1,1,1,銀Ｍ,福岡県,オリックス Ｕ－Ｃａｒ福岡大野城店／株式会社イデックスオート・ジャパン
2981,269.8,27000,4,0,1,0,1,真珠白,愛知県,ネクステージ 長久手グリーンロード店
2982,167,66000,9,0,1,1,1,紫,山口県,ＷＥＣＡＲＳ（ウィーカーズ） 下関店
2983,283.4,9000,3,0,1,1,1,黒,群馬県,（株）イソベ Ｉ－ＮＥＸＴ
2984,169.8,47000,9,0,1,0,1,白真珠,愛知県,ガリバー 守山店
2985,342.8,15,1,0,1,1,1,真珠Ｍ,福岡県,ＷＥＣＡＲＳ（ウィーカーズ） 筑後店
2986,207.8,45000,7,0,1,1,1,白真珠,神奈川県,ガリバー 小田原東インター店
2987,136,103000,6,0,1,0,1,黄,愛知県,愛知トヨタ 豊田元宮店
2988,326.9,29000,2,0,1,1,1,薄茶,千葉県,ＷＥＣＡＲＳ（ウィーカーズ） 成田店
2989,183,50000,7,0,1,0,1,青Ｍ,茨城県,ＷＥＣＡＲＳ（ウィーカーズ） 阿見店
2990,189.8,64000,7,0,1,0,1,薄茶,茨城県,ガリバー つくば研究学園店
2991,104.3,95000,7,1,1,0,1,青Ｍ,茨城県,チャンス つくば店
2992,261.3,29000,4,0,1,0,1,薄緑,愛知県,アップル弥富１号線店
2993,303,5,0,0,1,0,1,白真珠,愛知県,（株）エムズオート　３号店
2994,233,36000,7,0,1,0,1,黒Ｍ,青森県,スーパーアップル青森店
2995,363.6,10,0,0,1,1,1,真珠Ｍ,福岡県,ＷＥＣＡＲＳ（ウィーカーズ） 博多二又瀬店
2996,209.8,53000,6,0,1,1,1,茶真珠,茨城県,ガリバー １２４号鹿嶋店
2997,247.2,64000,4,0,1,0,1,緑,鹿児島県,ＬＩＢＥＲＡＬＡ リベラーラ鹿児島
2998,383.9,5,0,0,1,1,1,薄茶,兵庫県,株式会社くるま屋スピッツ　新車市場カーベル姫路西店
2999,250.8,45000,3,0,0,1,1,白真珠,京都府,大嶋カーサービス 綾部店（マツダオートザム綾部）
3000,169.8,31000,10,0,1,0,1,白真珠,山形県,ガリバー 鶴岡店
3001,133,81000,10,0,1,1,1,黒Ｍ,岐阜県,ＷＥＣＡＲＳ（ウィーカーズ） 瑞穂店
3002,363.7,10,0,0,1,1,1,灰II,滋賀県,ＷＥＣＡＲＳ（ウィーカーズ） 草津店
3003,302.9,39000,3,0,1,1,1,薄緑,山口県,ＷＥＣＡＲＳ（ウィーカーズ） 柳井店
3004,359.2,17,1,0,1,1,1,真珠白,大阪府,（株）関西オート 八尾店
3005,312.9,13000,3,0,1,1,1,薄緑,山口県,ＷＥＣＡＲＳ（ウィーカーズ） 防府店
3006,190.7,47000,8,0,1,0,1,黒Ｍ,群馬県,群馬トヨペット株式会社 ヴィーパーク高崎３５４バイパス店
3007,230.2,24000,7,0,1,1,1,茶真珠,茨城県,ＷＥＣＡＲＳ（ウィーカーズ） 石岡店
3008,164.8,83000,8,0,1,1,1,薄茶,兵庫県,ガリバー ２号明石店
3009,249.7,25000,4,0,1,1,1,真珠,埼玉県,カーセブンＭＥＧＡ三郷店
3010,310.9,17000,3,0,1,1,1,黒,栃木県,ＷＥＣＡＲＳ（ウィーカーズ） 宇都宮店
3011,393.4,5,1,0,1,1,1,薄緑,大阪府,Ｍ’ｚ　ＳＰＥＥＤ／エムズスピード
3012,279.6,15000,4,0,1,0,0,白,神奈川県,リバーサイド フルタイム店
3013,358.2,34,1,0,1,1,1,灰,大阪府,（株）関西オート 八尾店
3014,330.5,4000,1,0,1,1,1,黒,埼玉県,ＷＥＣＡＲＳ（ウィーカーズ） 本庄早稲田店
3015,227.9,22000,7,0,1,0,1,黒Ｍ,秋田県,ａｕｔｏＢａｎｋ大曲店 オートバンク大曲店
3016,356.4,5,0,0,1,1,1,薄緑,大阪府,Ｍ’ｚ　ＳＰＥＥＤ／エムズスピード
3017,305.2,33000,3,0,1,1,1,薄緑,愛知県,株式会社ハルキン
3018,132,71000,9,0,1,0,1,黒Ｍ,奈良県,ＷＥＣＡＲＳ（ウィーカーズ） 桜井店
3019,217.2,50000,6,0,1,1,1,茶真珠,山口県,ＷＥＣＡＲＳ（ウィーカーズ） 防府店
3020,209.9,13000,8,0,1,1,1,白真珠,群馬県,東部オート 小鳥店
3021,339.4,7000,2,0,1,1,1,真珠Ｍ,福岡県,ドライブサポート小戸
3022,340,9000,2,0,1,1,1,真珠Ｍ,佐賀県,ドライブサポート布津原
3023,299.3,29000,4,0,1,1,1,青灰,茨城県,茨城トヨタ自動車株式会社 竜ヶ崎店
3024,363.6,10,0,0,1,1,1,薄緑,和歌山県,ＷＥＣＡＲＳ（ウィーカーズ） 和歌山店
3025,115.4,20000,10,1,1,0,1,青Ｍ,茨城県,チャンス 神栖店
3026,299.3,25000,4,0,1,1,1,黒,群馬県,群馬トヨペット株式会社 ヴィーパーク高崎３５４バイパス店
3027,311.7,20000,3,0,1,1,1,薄緑,三重県,ＷＥＣＡＲＳ（ウィーカーズ） 四日市店
3028,342.6,5000,1,0,1,1,1,深灰,茨城県,ＷＥＣＡＲＳ（ウィーカーズ） つくば店
3029,109.6,113000,10,0,0,1,1,白真珠,岡山県,カーズクラブ ハイブリッド専門店
3030,185.3,57000,6,0,1,0,1,黒Ｍ,愛知県,ネッツトヨタ中部（株） Ｕ－Ｃａｒ日進中央
3031,342.6,14000,2,0,1,1,1,薄緑,福島県,ＷＥＣＡＲＳ（ウィーカーズ） 福島店
3032,169.8,75000,7,0,1,1,1,薄茶,兵庫県,ガリバー 姫路中地店
3033,156.6,42000,10,0,1,1,1,緑ＭＭ,愛知県,愛知トヨタ 豊田元宮店
3034,106,85000,11,1,0,1,1,白真珠,兵庫県,安田オート（株）
3035,329.9,22000,2,0,1,1,1,真珠Ｍ,群馬県,東部オート 高前バイパス店
3036,149.1,106000,7,0,1,1,1,黒Ｍ,岐阜県,ＷＥＣＡＲＳ（ウィーカーズ） 瑞穂店
3037,203.3,61000,7,0,1,1,1,赤Ｍ,岡山県,ＷＥＣＡＲＳ（ウィーカーズ） 岡山店
3038,157.8,43000,10,0,1,0,1,黒Ｍ,広島県,ネクステージ 広島安芸店
3039,355.9,20,1,0,1,1,1,薄茶,福岡県,ケイカフェ やはた店
3040,129.1,86000,9,0,1,0,1,黒,熊本県,ＧＣ益城　オートメッセ
3041,95,125000,10,0,1,0,1,銀,福岡県,（株）カプラ 車屋１９　１５０台展示のお店
3042,162,64000,11,0,1,1,1,真珠,愛知県,ＷＥＣＡＲＳ（ウィーカーズ） 春日井店
3043,248.4,10000,5,0,1,1,1,黄黒II,群馬県,群馬トヨペット株式会社 ヴィーパーク太田店
3044,363.7,10,0,0,1,1,1,薄緑,愛知県,ＷＥＣＡＲＳ（ウィーカーズ） 名古屋茶屋店
3045,162.3,50000,9,0,1,1,1,茶Ｍ,愛知県,愛知トヨタ 刈谷池田店
3046,229.9,17000,7,0,1,1,1,真珠白,千葉県,ネクステージ 幕張店
3047,364.8,53,0,0,1,1,1,緑,大阪府,ガリバーアウトレット 外環河内長野店
3048,208.2,23000,7,0,1,0,1,真珠,兵庫県,ＷＥＣＡＲＳ（ウィーカーズ） 西宮店
3049,211.8,65000,7,0,1,1,1,白茶II,宮城県,三共自動車販売（株） ミニバン専門店　仙台東インター夢創庫
3050,236.6,28000,7,0,1,0,1,真珠,福島県,ＷＥＣＡＲＳ（ウィーカーズ） 郡山店
3051,159.7,24000,10,0,1,0,1,黒,埼玉県,カーセブンＭＥＧＡ三郷店
3052,158.8,72000,9,0,1,1,1,黒Ｍ,富山県,ガリバー 黒部店
3053,334.9,9000,3,0,1,1,1,黒,福岡県,ＴＲＩＡＬ　ＣＡＲＳ（トライアルカーズ） 飯塚店
3054,119.9,68000,10,0,1,0,1,銀,埼玉県,アイカーズ　インターナショナル
3055,208.7,30000,8,0,1,1,1,紫,大阪府,（株）ジョブカーズ 本店
3056,167.9,80000,9,0,1,1,1,真珠白,福井県,ネクステージ 福井丸岡店
3057,339.1,4000,1,0,1,1,1,黒,福岡県,ケイカフェ やはた店
3058,167.9,62000,9,0,1,0,1,黒Ｍ,北海道,ＳＵＶ　ＬＡＮＤ 札幌
3059,300.4,38000,4,0,1,1,1,深灰,群馬県,群馬トヨペット株式会社 ヴィーパーク高崎３５４バイパス店
3060,89.2,109000,11,0,1,0,1,白真珠,埼玉県,自社ローン取扱　カートルズ 坂戸・鶴ヶ島店
3061,158,21000,11,0,1,0,1,灰黒II,愛知県,ゆぅずどかぁ本舗　輸入車専門店
3062,81.8,104000,10,0,0,0,1,青Ｍ,埼玉県,ＹＯＵ・ＣＡＲＳ　ユー・カーズ
3063,304.3,27000,3,0,1,1,1,緑,愛知県,ネッツトヨタ中部（株） Ｕ－Ｃａｒ日進中央
3064,187.8,19000,7,1,1,1,1,赤Ｍ,神奈川県,ダッシュ
3065,317.6,5000,3,0,1,1,1,真珠,神奈川県,ＷＥＣＡＲＳ（ウィーカーズ） 小田原店
3066,155,51000,9,0,1,0,1,白真珠,福島県,ネッツトヨタ福島 原町店
3067,200.1,11000,7,0,1,0,1,銀Ｍ,愛知県,ＮＴＰ名古屋トヨペット（株） オレンジタウン一宮店
3068,188,37000,8,0,1,0,1,黒,福井県,クリーンカーＢＪタウン
3069,176.9,79000,8,0,1,0,1,黒,石川県,ガレージフィックス野々市店
3070,290.4,50000,3,0,1,1,1,真珠Ｍ,埼玉県,埼玉トヨペット 八潮支店
3071,325,7,1,0,1,0,1,薄茶,愛知県,（株）エムズオート　３号店
3072,236.5,21000,4,1,1,0,1,真珠,愛知県,アツミモータース 田原店
3073,369,5,1,0,1,1,1,真珠Ｍ,愛知県,（株）エムズオート　３号店
3074,239.8,59000,5,0,1,1,1,白真珠,山梨県,ガリバー 甲府バイパス住吉店
3075,148,72000,9,0,1,0,1,黒,大阪府,ＷＥＣＡＲＳ（ウィーカーズ） 堺鉄砲町店
3076,346,9,0,0,1,1,1,薄緑,愛知県,（株）エムズオート　３号店
3077,215,22000,6,0,1,0,1,白真珠,奈良県,買取専門店ボア・ソルチ
3078,225.8,44000,7,0,1,1,1,白真珠,沖縄県,ガリバー 那覇店
3079,130.4,51000,10,1,1,1,1,茶真珠,千葉県,ＣＡＲＩＮＣ 千葉畑町店
3080,107.8,120000,10,0,1,0,1,白真珠,北海道,ミニバン専門店　ｉＣＡＲ　アイカー 新琴似店
3081,175.1,80000,5,0,1,0,1,黒Ｍ,群馬県,ネッツトヨタ群馬 高崎駅東口店中古車センター
3082,316.8,17000,2,0,1,1,1,灰,宮崎県,ホンダカーズ宮崎 花ヶ島店
3083,364,4,0,0,1,1,1,薄茶,愛知県,（株）エムズオート　３号店
3084,236.8,22000,7,0,1,1,1,白真珠,神奈川県,ガリバー 小田原東インター店
3085,309.9,5,1,0,1,0,1,薄茶,大阪府,リバティ 貝塚店
3086,309.9,5,1,0,1,0,1,薄緑,大阪府,リバティ 貝塚店
3087,339.5,9000,2,0,1,1,1,薄茶,愛知県,アップル日進竹の山店
3088,335.9,20000,4,0,1,1,1,白真珠,岩手県,（株）トーサイ盛岡西バイパス　光岡自動車販売特約店
3089,282.6,11000,4,0,1,0,1,真珠,長崎県,ＷＥＣＡＲＳ（ウィーカーズ） 佐世保店
3090,139.8,84000,10,0,0,1,1,白真珠,千葉県,クルマルシェ
3091,84.2,82000,12,0,1,0,1,白真珠,福岡県,ガリバー 香春店
3092,222.3,29000,6,0,1,0,1,黒,東京都,ＷＥＣＡＲＳ（ウィーカーズ） 北綾瀬店
3093,159.4,53000,11,0,1,1,1,真珠白,埼玉県,カーセブンＭＥＧＡ三郷店
3094,255.7,30000,5,0,1,1,1,白真珠,兵庫県,ワンゼット　東神戸
3095,363.6,40,0,0,1,1,1,真珠Ｍ,静岡県,ＷＥＣＡＲＳ（ウィーカーズ） 浜松南店
3096,168.1,90000,7,0,1,1,1,真珠Ｍ,群馬県,ネッツトヨタ群馬 高崎駅東口店中古車センター
3097,257.6,57000,4,0,1,0,1,真珠,宮崎県,ＷＥＣＡＲＳ（ウィーカーズ） 宮崎店
3098,208,25000,8,0,1,0,1,黒Ｍ,大阪府,（株）関西オート 八尾店
3099,192.5,77000,8,0,1,0,1,黒Ｍ,北海道,トヨタモビリティ帯広 中古車センターＴＷＩＮＧ
3100,312,30000,4,0,1,1,1,薄緑,群馬県,群馬トヨペット株式会社 ヴィーパーク高崎３５４バイパス店
3101,211.2,37000,7,0,1,1,1,赤黒II,福島県,福島トヨタ自動車 須賀川店
3102,329,9,0,0,1,0,1,緑緑,愛知県,（株）エムズオート　３号店
3103,174.9,13000,9,0,1,0,1,真珠白,熊本県,ネクステージ 熊本東店
3104,149.8,87000,11,0,1,0,1,白真珠,新潟県,ガリバー 上越店
3105,129.2,95000,10,0,0,1,1,黒Ｍ,岡山県,カーズクラブ ハイブリッド専門店
3106,99.3,48000,11,0,1,0,1,白真珠,茨城県,ニチエイ・カーマックス 取手店
3107,349.9,10,1,0,1,1,1,黒,島根県,軽自動車専門店ケイスマイル出雲店
3108,119.2,107000,9,0,1,0,1,黒Ｍ,福井県,ガリバー 福井店
3109,64,66000,12,1,0,0,1,黒,兵庫県,安田オート（株）
3110,193.3,40000,9,0,1,1,1,真珠,広島県,ＷＥＣＡＲＳ（ウィーカーズ） 広島南店
3111,309.9,49000,3,0,1,1,1,白真珠,福島県,ネッツトヨタ福島 Ｕ－Ｃａｒ会津
3112,168.3,79000,8,0,1,0,1,白真珠,東京都,オレンジスター
3113,99.1,48000,11,0,1,0,1,白真珠,千葉県,ニチエイ・カーマックス　柏本店
3114,337,39000,4,0,1,1,1,深灰,秋田県,ａｕｔｏＢａｎｋ大曲店 オートバンク大曲店
3115,122.9,68000,9,1,1,0,1,白真珠,千葉県,チャンス 大網店
3116,283.7,24000,3,0,0,1,1,薄緑,京都府,（株）大嶋カーサービス 舞鶴店
3117,208.4,66000,6,0,1,0,0,真珠,福岡県,ＷＥＣＡＲＳ（ウィーカーズ） 小郡店
3118,323.3,34000,3,0,1,1,1,薄緑,大阪府,ＷＥＣＡＲＳ（ウィーカーズ） 高槻店
3119,146.7,62000,9,0,1,0,1,黒Ｍ,福岡県,ネッツトヨタ福岡 久留米マイカーセンター
3120,327.5,43000,4,0,1,1,1,赤Ｍ,岩手県,岩手三菱自動車販売（株） ダイヤモンドカーズ　北上村崎野
3121,109.2,100000,10,1,0,1,1,黒Ｍ,岡山県,カーズクラブ ハイブリッド専門店
3122,138,111000,10,0,1,0,1,黒,北海道,一級整備士が店長のお店　プレミアモータース
3123,344.9,20,1,0,1,1,1,薄緑,福岡県,ケイカフェ やはた店
3124,139,79000,9,0,1,0,1,黒Ｍ,愛知県,ＯＮＥ　ＮＩＮＥ　ＷＯＲＫＳ
3125,216.8,45000,5,0,1,0,1,茶,神奈川県,ガリバー 小田原東インター店
3126,341.9,59,1,0,1,1,1,薄緑,福岡県,ケイカフェ ちくしの店
3127,147.8,88000,9,0,1,1,1,真珠,大阪府,ＷＥＣＡＲＳ（ウィーカーズ） 堺鉄砲町店
3128,135.7,79000,9,0,1,0,1,黒Ｍ,福島県,ガリバー 郡山富田店
3129,279.9,3000,4,1,0,1,0,薄茶,神奈川県,フェニックス 港南台センター
3130,158.8,66000,11,0,0,1,1,白真珠,東京都,ガリバー 環七一之江店
3131,182.8,22000,11,0,1,1,1,白真珠,千葉県,サンキョウ ディスカウント館　コンパクト・ハイブリッドカー専門店
3132,329,48000,4,0,0,1,1,薄茶,北海道,ＴＯＭＭＹアウトレット（トミーアウトレット）
3133,254.8,7000,4,0,1,1,1,黒Ｍ,埼玉県,ガリバーＷＯＷ！ＴＯＷＮ 大宮
3134,182,51000,9,0,1,0,1,黒Ｍ,群馬県,ＷＥＣＡＲＳ（ウィーカーズ） 前橋店
3135,185.4,60000,9,0,1,1,1,黒Ｍ,宮城県,三共自動車販売（株） ミニバン専門店　仙台東インター夢創庫
3136,239.2,8000,7,0,1,1,0,白,神奈川県,リバーサイド エルザ２４６号店
3137,334.5,3000,1,0,1,1,1,薄茶,福岡県,ケイカフェ ちくしの店
3138,224.9,22000,7,0,1,0,1,真珠,福岡県,福祉車両のみ１５０台展示　福祉車両専門店（一社）福祉車両のたすかる
3139,83,86000,10,1,1,0,1,黒,神奈川県,アップル 藤沢辻堂／アップルＦＣ本部直営店
3140,138.1,96000,10,0,1,0,1,白真珠,愛知県,ハイブリッド車＆軽自動車　買取直販専門店ティンカーベル
3141,254.2,40000,5,0,1,0,1,薄茶,岩手県,岩手三菱自動車販売（株） ダイヤモンドカーズ　北上村崎野
3142,177.9,21000,10,0,1,0,1,真珠白,三重県,ネクステージ 松阪店
3143,179.8,66000,10,0,1,0,1,黒,福島県,ガリバーアウトレット 会津若松店
3144,178.3,19000,9,0,1,0,1,黒,埼玉県,ＷＥＣＡＲＳ（ウィーカーズ） 上尾店
3145,157.7,83000,11,0,1,0,1,黒Ｍ,岩手県,（株）トーサイ　４ＷＤ　ＳＥＬＥＣＴ　盛岡インター店
3146,92.7,119000,11,0,1,0,1,黒Ｍ,神奈川県,アドバンス湘南
3147,245.4,38000,4,0,0,0,1,茶Ｍ,京都府,（株）大嶋カーサービス 舞鶴店
3148,237,55000,6,0,0,0,1,薄灰青,北海道,ＴＯＭＭＹアウトレット（トミーアウトレット）
3149,94.9,86000,11,0,1,0,1,真珠,福岡県,福祉車両のみ１５０台展示　福祉車両専門店（一社）福祉車両のたすかる
3150,379,18,0,0,1,0,0,真珠,神奈川県,ＲＯＷＥＮ　ＹＯＫＯＨＡＭＡ
3151,363.6,10,0,0,1,0,1,真珠Ｍ,香川県,ＷＥＣＡＲＳ（ウィーカーズ） 高松国分寺店
3152,147.6,9000,11,1,1,0,1,茶真珠,神奈川県,ダッシュ
3153,356.9,20,1,0,1,1,1,真珠Ｍ,福岡県,ケイカフェ ちくしの店
3154,202.2,19000,9,0,1,0,0,真珠,神奈川県,リバーサイド フルタイム店
3155,195.9,59000,9,0,1,0,1,白真珠,千葉県,インターフェイス 八千代店
3156,160.4,116000,9,0,1,1,1,白真珠,千葉県,自社ローン専門店じしゃロン 八千代店
3157,99.8,79000,12,0,1,0,1,灰,愛知県,ゆぅずどかぁ本舗　輸入車専門店
3158,146.3,37000,4,0,0,1,1,銀Ｍ,埼玉県,ジャンプ三郷センター
3159,160.4,107000,9,0,1,0,1,青Ｍ,埼玉県,自社ローン専門店じしゃロン 鳩ヶ谷店
3160,160.4,120000,10,0,1,1,1,茶,埼玉県,自社ローン専門店じしゃロン 鳩ヶ谷店
3161,150,79000,5,0,1,1,1,青緑Ｍ,新潟県,トラスト新潟　南店
3162,238.2,5000,2,0,0,1,0,真珠Ｍ,埼玉県,ジャンプ三郷センター
3163,174.1,14000,5,0,1,0,1,紺ＭＭ,福岡県,福岡トヨペット トヨタ認定中古車　八幡店
3164,199.9,19000,4,0,1,0,1,青灰,千葉県,トヨタユーゼック ネットストア関東
3165,79.9,132000,9,0,1,1,1,薄銀,福岡県,ネクステージ 新宮店
3166,109.4,64000,9,0,1,0,1,白真珠,新潟県,難波モータース
