index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,都道府県
1981,189.6,47000,6,0,1,0,1,大阪府
1982,144.6,48000,11,0,1,0,1,神奈川県
1983,127.4,43000,11,1,1,1,1,埼玉県
1984,203.6,16000,7,0,1,0,1,群馬県
1985,176,91000,4,0,1,0,1,福岡県
1986,57.4,99000,16,0,1,0,1,岐阜県
1987,214.1,34000,6,0,1,0,1,神奈川県
1988,248.2,22000,5,0,1,1,1,群馬県
1989,199.2,54000,5,0,1,0,1,静岡県
1990,207.7,21000,8,0,1,1,1,群馬県
1991,147.8,103000,4,1,1,0,1,北海道
1992,265,9000,3,1,1,0,1,福岡県
1993,175.3,48000,7,1,1,1,1,大阪府
1994,234.5,45000,6,0,1,1,1,神奈川県
1995,116.3,78000,10,1,1,0,1,愛知県
1996,91.2,110000,9,1,1,0,1,栃木県
1997,400.1,5,1,0,1,1,1,大阪府
1998,243.9,24000,6,0,1,0,1,石川県
1999,160.4,136000,9,0,1,1,1,福島県
2000,149,87000,3,0,0,1,1,新潟県
2001,163.4,90000,3,0,1,1,1,千葉県
2002,169,89000,3,0,1,1,1,千葉県
2003,172,90000,3,0,1,1,1,千葉県
2004,175,80000,3,0,1,1,1,千葉県
2005,177,74000,3,0,1,1,1,千葉県
2006,175,85000,3,0,1,1,1,千葉県
2007,148.6,81000,3,0,0,1,1,千葉県
2008,171.3,89000,3,0,1,1,1,千葉県
2009,183.8,88000,3,0,1,1,1,栃木県
2010,145.3,35000,4,0,0,1,1,埼玉県
2011,164.8,28000,4,0,1,1,0,神奈川県
2012,112.1,38000,8,0,1,0,1,茨城県
2013,77,38000,11,0,1,0,1,東京都
2014,172,92000,3,0,1,1,1,千葉県
2015,85.7,50000,9,0,1,0,1,茨城県
2016,177.3,79000,3,0,1,1,1,栃木県
2017,55.2,65000,12,0,0,0,1,大阪府
2018,104.8,55000,7,1,1,1,0,群馬県
2019,179.5,95000,3,0,1,1,1,岩手県
2020,148.5,54000,4,0,1,1,1,千葉県
2021,172,95000,3,0,1,1,1,千葉県
2022,89.9,82000,10,0,1,0,1,鹿児島県
2023,176.1,70000,3,0,0,1,1,新潟県
2024,92.3,78000,8,0,1,0,1,茨城県
2025,149.9,70000,3,1,0,1,1,神奈川県
2026,189.6,15000,1,0,1,0,1,佐賀県
2027,179.9,81000,3,0,1,1,1,千葉県
2028,148.8,70000,8,0,1,1,1,愛知県
2029,181.9,81000,3,0,1,1,1,千葉県
2030,181.4,89000,3,0,1,1,1,千葉県
2031,185,21000,3,1,1,1,1,千葉県
2032,177,94000,3,0,1,1,1,千葉県
2033,177,99000,3,0,1,1,1,千葉県
2034,182.2,84000,3,0,1,1,1,茨城県
2035,175.3,98000,3,0,1,1,1,栃木県
2036,149.2,82000,3,1,1,1,1,茨城県
2037,279.9,9000,3,0,1,1,1,静岡県
2038,176.6,47000,7,0,1,0,1,島根県
2039,129.6,94000,4,0,0,1,1,千葉県
2040,74.8,93000,9,0,1,0,1,茨城県
2041,182.2,87000,3,0,1,1,1,茨城県
2042,187.2,78000,3,0,1,1,1,茨城県
2043,184.2,86000,3,0,1,1,1,茨城県
2044,232.1,39000,2,0,1,1,1,千葉県
2045,119.9,34000,8,0,1,0,1,福井県
2046,163.8,58000,5,0,1,1,1,群馬県
2047,109.8,29000,7,1,1,0,0,東京都
2048,142.5,41000,7,0,1,0,1,和歌山県
2049,124,78000,8,0,1,0,1,兵庫県
2050,154.8,44000,5,0,1,0,1,埼玉県
2051,137,67000,4,0,1,0,1,埼玉県
2052,139,79000,8,0,1,0,1,長野県
2053,174.4,90000,3,0,1,1,1,千葉県
2054,187.2,88000,3,0,1,1,1,茨城県
2055,145.8,31000,9,0,1,0,1,広島県
2056,129.7,76000,4,0,1,0,1,千葉県
2057,189.8,43000,4,0,0,1,0,岡山県
2058,92.5,94000,7,0,1,0,1,栃木県
2059,99,80000,11,0,1,1,1,千葉県
2060,119.7,32000,10,0,1,0,1,千葉県
2061,79.8,86000,11,0,1,0,1,愛知県
2062,268.9,9000,2,0,0,1,1,千葉県
2063,139.8,15000,7,0,0,0,1,埼玉県
2064,174.4,91000,3,0,1,1,1,千葉県
2065,89,75000,11,0,1,0,1,熊本県
2066,75,45000,13,0,1,0,1,東京都
2067,109.8,21000,9,0,1,0,1,兵庫県
2068,88,115000,9,0,1,1,1,大阪府
2069,99.1,88000,10,0,1,1,1,栃木県
2070,223.9,56000,3,0,1,1,1,茨城県
2071,129.9,72000,8,0,1,1,1,千葉県
2072,129.8,37000,8,0,1,0,1,愛知県
2073,129,38000,8,0,1,1,0,千葉県
2074,193.8,27000,3,0,0,0,0,千葉県
2075,89.6,93000,10,0,1,1,1,栃木県
2076,114.1,61000,7,0,1,0,1,熊本県
2077,211.5,58000,3,0,1,1,1,千葉県
2078,173.8,34000,7,0,1,0,1,佐賀県
2079,260.8,10000,3,0,1,1,1,愛知県
2080,183.6,82000,3,0,1,1,1,千葉県
2081,100,90000,10,0,1,1,1,千葉県
2082,108,72000,10,0,1,1,0,千葉県
2083,128.8,58000,8,0,1,0,0,宮城県
2084,185.4,26000,4,1,1,1,1,大分県
2085,119.4,36000,9,0,1,0,1,千葉県
2086,209.8,24000,3,0,1,0,1,埼玉県
2087,109.8,44000,11,0,1,0,1,熊本県
2088,149.9,52000,8,0,1,1,1,福井県
2089,74.8,108000,11,0,1,1,1,大阪府
2090,167.3,96000,3,0,1,0,1,千葉県
2091,92.9,60000,9,0,0,0,0,千葉県
2092,109.8,97000,10,0,1,1,1,宮城県
2093,124.8,93000,8,0,1,1,1,福岡県
2094,242.8,38000,2,0,1,1,1,千葉県
2095,153,65000,8,0,1,1,1,熊本県
2096,264.6,24000,3,0,1,1,1,愛知県
2097,187.1,43000,5,0,1,1,1,福岡県
2098,159.9,85000,3,1,0,1,1,神奈川県
2099,99,58000,11,0,1,0,1,広島県
2100,201.8,40000,4,0,1,0,1,埼玉県
2101,155.9,36000,7,0,1,0,1,茨城県
2102,137.4,61000,7,0,0,0,1,千葉県
2103,78.8,103000,11,0,1,1,1,大阪府
2104,99.9,100000,8,0,1,0,1,千葉県
2105,102.5,82000,10,0,1,1,1,千葉県
2106,219.8,54000,3,0,1,1,1,兵庫県
2107,164.5,42000,7,0,1,1,1,千葉県
2108,168.9,32000,5,0,1,0,1,栃木県
2109,249.4,10,1,0,1,1,1,愛知県
2110,129.8,57000,10,0,1,1,0,千葉県
2111,169.8,55000,8,0,1,1,1,大阪府
2112,91.1,64000,11,0,1,0,1,福島県
2113,185.9,55000,7,0,1,1,1,茨城県
2114,245.2,24000,3,0,0,1,0,千葉県
2115,103.3,76000,10,0,1,0,1,熊本県
2116,147.1,59000,7,0,1,0,1,茨城県
2117,254,28000,3,0,1,1,1,千葉県
2118,242.9,10,1,0,1,1,1,福井県
2119,104.9,69000,11,0,1,0,1,千葉県
2120,234.1,13000,3,0,1,0,1,兵庫県
2121,120.4,78000,7,0,1,0,1,群馬県
2122,148.7,42000,7,0,1,0,1,静岡県
2123,164.8,68000,8,0,1,1,1,沖縄県
2124,262.6,10000,4,0,1,1,1,愛知県
2125,123.8,53000,10,0,1,1,1,岡山県
2126,157.3,32000,7,0,1,0,1,大分県
2127,136.4,57000,10,0,1,1,1,沖縄県
2128,239,14000,3,0,1,0,1,三重県
2129,285.8,20000,3,0,1,1,1,千葉県
2130,163.3,88000,3,1,1,1,1,茨城県
2131,263.8,38000,3,0,1,1,1,茨城県
2132,132.5,39000,6,1,1,0,1,千葉県
2133,219,21000,3,0,1,0,1,埼玉県
2134,162.1,7000,6,0,0,0,1,千葉県
2135,79.8,84000,10,0,1,0,1,千葉県
2136,106.9,46000,9,1,1,0,1,埼玉県
2137,110.5,117000,8,0,1,0,1,宮城県
2138,54,115000,11,0,1,0,1,北海道
2139,146,43000,7,0,1,0,1,新潟県
2140,144.9,82000,6,0,1,0,1,大分県
2141,273.8,44000,3,0,1,1,1,東京都
2142,239.8,25000,4,0,0,1,0,千葉県
2143,218.5,28000,4,0,1,0,1,兵庫県
2144,199.8,29000,5,0,1,0,1,群馬県
2145,219.8,22000,3,0,1,0,1,千葉県
2146,175.8,49000,7,0,1,1,1,愛知県
2147,154.8,60000,8,0,1,0,1,沖縄県
2148,100.3,58000,10,1,1,1,1,千葉県
2149,143.8,66000,8,0,1,0,1,栃木県
2150,65,71000,13,0,1,0,1,北海道
2151,258,7000,2,1,1,1,1,北海道
2152,158.6,89000,3,1,1,1,1,千葉県
2153,125.3,9000,7,1,0,0,0,埼玉県
2154,138.8,59000,9,0,1,1,1,大阪府
2155,175.1,41000,6,0,1,0,1,群馬県
2156,152.9,53000,8,0,1,0,1,千葉県
2157,259.5,9000,2,0,1,1,1,埼玉県
2158,239.8,39000,3,0,1,1,1,和歌山県
2159,329.5,1000,2,0,1,1,1,北海道
2160,167.8,63000,7,0,1,0,1,岡山県
2161,178.8,39000,7,0,1,0,1,新潟県
2162,222.5,27000,3,0,1,0,1,茨城県
2163,132.9,37000,10,0,1,0,1,茨城県
2164,74.5,54000,11,0,1,0,1,埼玉県
2165,294.8,8000,1,0,1,1,1,奈良県
2166,264.9,12000,3,0,1,0,1,東京都
2167,125,52000,10,0,1,1,1,兵庫県
2168,119.8,40000,11,0,1,0,1,福岡県
2169,259.8,17000,3,0,1,1,1,千葉県
2170,292.7,10000,1,0,1,1,1,兵庫県
2171,99.7,63000,11,0,1,0,1,埼玉県
2172,84.8,77000,11,1,1,1,1,兵庫県
2173,276.5,10000,2,0,1,1,1,兵庫県
2174,175.8,38000,8,0,1,0,1,三重県
2175,149.8,61000,8,0,1,0,1,山形県
2176,110.8,34000,10,1,1,1,0,埼玉県
2177,87.4,85000,10,0,1,0,1,岡山県
2178,259.8,37000,3,0,0,1,1,千葉県
2179,86.8,82000,9,1,0,1,1,奈良県
2180,118,56000,11,0,1,0,0,大分県
2181,164.2,78000,6,0,1,1,1,香川県
2182,162.8,40000,8,0,1,1,1,山形県
2183,101.7,87000,11,0,1,1,1,神奈川県
2184,58.2,81000,13,0,1,0,1,愛知県
2185,138.1,33000,5,1,0,1,0,埼玉県
2186,261.6,3000,2,0,1,1,1,茨城県
2187,149.9,83000,6,0,1,1,1,宮城県
2188,173.8,77000,6,0,1,1,1,愛知県
2189,124.4,41000,10,0,1,0,1,山口県
2190,227.2,21000,4,0,1,0,1,滋賀県
2191,189.9,50000,7,0,1,1,1,福岡県
2192,83.8,98000,10,0,1,1,0,埼玉県
2193,274.9,33000,3,0,1,1,1,宮崎県
2194,159.8,35000,8,0,1,0,1,山口県
2195,169.2,89000,3,1,1,1,1,茨城県
2196,159,48000,7,0,1,0,1,熊本県
2197,269.8,13000,3,0,1,1,1,福岡県
2198,288.8,18000,2,0,1,1,1,秋田県
2199,279.9,32000,4,0,1,1,1,神奈川県
2200,167.2,90000,3,1,1,1,1,茨城県
2201,154.8,34000,8,0,0,1,1,千葉県
2202,105,85000,9,0,1,0,1,大阪府
2203,298.8,8000,1,0,1,1,1,奈良県
2204,137.8,73000,6,0,1,1,0,宮城県
2205,280.3,13000,2,0,1,1,1,千葉県
2206,285.9,1000,2,0,0,1,1,神奈川県
2207,115.7,44000,10,0,1,0,1,千葉県
2208,168.1,50000,6,0,1,0,1,大分県
2209,176,62000,6,0,0,1,1,千葉県
2210,149.9,78000,8,0,1,1,0,兵庫県
2211,179.4,89000,3,1,1,1,1,千葉県
2212,163.5,65000,4,0,1,1,1,埼玉県
2213,170.9,21000,7,0,1,1,1,神奈川県
2214,119.6,70000,10,0,1,1,1,熊本県
2215,269.8,29000,4,0,1,1,1,兵庫県
2216,107.4,66000,10,1,1,1,1,千葉県
2217,155.8,7000,11,0,1,1,1,大阪府
2218,139,63000,7,0,1,0,1,大阪府
2219,80.8,90000,11,0,1,0,0,宮城県
2220,227.5,31000,3,0,1,0,1,熊本県
2221,271.7,17000,3,0,1,1,1,茨城県
2222,269.8,49000,3,0,1,1,1,三重県
2223,248.1,40000,4,0,1,1,1,群馬県
2224,140.4,67000,8,0,1,0,1,大分県
2225,109.4,62000,10,0,1,0,1,千葉県
2226,254.5,11000,3,0,1,1,1,茨城県
2227,125.8,85000,11,0,1,1,1,宮城県
2228,139.8,21000,7,1,0,1,1,埼玉県
2229,149.1,38000,7,0,1,0,1,愛知県
2230,126.8,106000,6,0,1,1,1,愛知県
2231,180,32000,6,0,0,0,1,京都府
2232,191.9,55000,4,0,1,1,1,茨城県
2233,227.8,39000,4,0,1,1,1,岡山県
2234,109.4,79000,11,0,1,1,1,千葉県
2235,273.8,43000,3,0,1,1,1,千葉県
2236,92.5,74000,11,0,1,0,1,岐阜県
2237,229.9,17000,4,0,1,0,1,三重県
2238,130.8,56000,6,1,1,0,1,千葉県
2239,139.8,92000,7,0,1,0,1,岩手県
2240,129.8,91000,7,0,1,1,1,福岡県
2241,179.2,33000,7,0,1,0,1,大阪府
2242,199.8,50000,5,0,1,0,1,山形県
2243,134.8,40000,9,0,1,0,1,広島県
2244,249.8,26000,3,0,1,0,1,宮城県
2245,264.8,3000,2,1,1,1,1,佐賀県
2246,150.2,32000,10,0,1,1,1,栃木県
2247,124.5,61000,10,0,1,1,1,東京都
2248,132.8,75000,9,0,1,1,1,広島県
2249,273.6,17000,2,0,1,1,1,三重県
2250,189.9,24000,6,0,1,0,1,埼玉県
2251,72.8,94000,10,0,1,0,0,埼玉県
2252,134.9,95000,8,0,1,1,1,福岡県
2253,129.7,50000,9,0,1,0,1,埼玉県
2254,82.8,68000,10,1,1,0,0,埼玉県
2255,272.9,27000,3,0,1,1,1,愛知県
2256,199.8,45000,5,0,1,0,1,福井県
2257,116,60000,8,1,1,0,1,千葉県
2258,257.4,40000,3,0,1,1,1,福岡県
2259,274.9,4000,1,0,1,1,1,石川県
2260,159.9,35000,8,0,1,0,1,福井県
2261,169.5,10000,6,1,1,1,1,愛知県
2262,158.9,58000,6,0,1,0,1,茨城県
2263,245,19000,4,0,1,1,1,東京都
2264,169.9,40000,7,0,1,0,1,千葉県
2265,319.3,15,1,0,1,1,1,熊本県
2266,319.3,9,1,0,1,1,1,熊本県
2267,131.8,75000,8,0,1,0,1,富山県
2268,278.8,12000,4,0,1,1,1,熊本県
2269,332.9,4000,1,0,1,1,1,岡山県
2270,249.9,12000,4,0,1,0,1,群馬県
2271,177.2,79000,3,1,1,1,1,茨城県
2272,189.4,57000,4,1,1,1,1,千葉県
2273,258,40000,3,0,1,1,1,埼玉県
2274,113,46000,10,0,1,0,1,東京都
2275,98.4,78000,10,0,1,0,1,埼玉県
2276,106.5,53000,10,1,1,1,1,千葉県
2277,107.8,80000,10,0,1,0,1,富山県
2278,124.5,97000,7,0,1,1,1,千葉県
2279,295.8,14000,1,0,1,1,1,大阪府
2280,204.8,41000,6,0,1,1,1,愛媛県
2281,80,106000,9,0,1,0,1,大阪府
2282,246.5,2000,3,0,1,0,1,静岡県
2283,115.3,91000,8,0,1,0,1,千葉県
2284,169.8,73000,8,0,1,1,1,沖縄県
2285,174.3,45000,7,0,1,0,1,愛知県
2286,84.6,99000,10,0,1,0,1,新潟県
2287,182.8,46000,7,0,1,0,1,神奈川県
2288,254.8,59000,3,0,1,1,1,群馬県
2289,306.9,23000,2,0,1,1,1,埼玉県
2290,115,65000,9,0,1,0,1,埼玉県
2291,119.8,82000,10,0,1,0,1,北海道
2292,150,36000,8,1,1,0,1,北海道
2293,108.6,75000,10,0,1,0,1,愛知県
2294,105,28000,9,1,1,0,1,大阪府
2295,274.6,12000,2,0,1,0,1,鹿児島県
2296,269.9,10,1,0,1,1,1,香川県
2297,138,88000,6,0,1,1,1,熊本県
2298,194.9,46000,6,0,1,0,1,愛知県
2299,298.4,20000,2,0,1,1,1,愛知県
2300,230.2,40000,5,0,1,1,1,静岡県
2301,259.5,23000,4,0,1,0,1,栃木県
2302,100,36000,9,1,1,0,1,大阪府
2303,151.8,54000,6,0,1,0,1,大阪府
2304,120.2,84000,9,0,1,1,1,福岡県
2305,198.8,40000,6,0,1,0,1,福井県
2306,173.6,50000,4,1,1,0,1,千葉県
2307,269.8,36000,3,0,1,1,1,栃木県
2308,189.8,39000,4,0,0,0,1,愛知県
2309,155.7,46000,9,0,1,1,1,大阪府
2310,159.5,74000,7,0,1,1,1,埼玉県
2311,203.5,16000,2,1,1,0,1,埼玉県
2312,55.7,177000,11,0,1,1,1,熊本県
2313,104.9,89000,11,0,1,1,1,愛知県
2314,259,15000,4,0,1,0,1,沖縄県
2315,296.5,17000,2,0,1,1,1,青森県
2316,278.7,7000,3,0,1,1,1,静岡県
2317,154.5,74000,4,0,1,1,1,茨城県
2318,263.6,37000,3,0,1,1,1,群馬県
2319,179.9,53000,8,0,1,1,1,大阪府
2320,150,65000,8,0,1,0,1,三重県
2321,269.9,20000,2,0,1,0,1,山口県
2322,169.3,45000,7,0,1,0,1,群馬県
2323,304.8,17000,2,0,1,1,1,愛知県
2324,322.9,3000,1,0,1,1,1,山梨県
2325,142.9,31000,11,0,1,1,1,千葉県
2326,299.9,25000,2,0,1,1,1,山形県
2327,91.4,65000,11,0,0,0,0,千葉県
2328,369.8,169,0,0,1,1,1,北海道
2329,274.8,25000,3,0,1,1,1,滋賀県
2330,330,3,0,0,1,1,1,千葉県
2331,190.8,21000,7,0,1,1,1,福島県
2332,218.8,30000,4,1,1,1,1,埼玉県
2333,294.8,28000,3,0,1,1,1,奈良県
2334,119.4,99000,8,0,1,1,1,埼玉県
2335,84.8,116000,11,0,1,0,1,北海道
2336,258,32000,4,0,1,1,0,千葉県
2337,199.8,8000,6,0,1,0,1,千葉県
2338,118,83000,10,0,1,0,1,群馬県
2339,298,15000,2,0,1,1,1,北海道
2340,154.8,53000,10,0,1,1,1,福島県
2341,199.9,39000,5,0,1,1,1,大阪府
2342,178.8,26000,9,0,1,1,1,広島県
2343,129.7,39000,9,0,1,0,1,埼玉県
2344,176.9,59000,7,0,1,0,1,広島県
2345,179.8,42000,8,0,1,1,1,山口県
2346,289.8,51000,3,0,1,1,1,沖縄県
2347,111.5,91000,9,0,1,1,1,千葉県
2348,180,58000,7,0,1,1,1,福島県
2349,259.6,29000,3,0,1,1,1,愛知県
2350,129.3,93000,7,0,1,1,1,千葉県
2351,172.7,49000,6,0,1,0,1,埼玉県
2352,234.4,29000,3,0,1,0,1,宮崎県
2353,174.9,62000,5,0,1,0,1,愛知県
2354,122,33000,11,0,1,0,1,千葉県
2355,149,40000,9,0,1,1,1,埼玉県
2356,122.8,35000,10,0,1,0,1,千葉県
2357,184.2,36000,7,0,1,0,1,大阪府
2358,97.8,93000,10,0,1,1,0,神奈川県
2359,250.8,22000,4,0,1,0,1,大分県
2360,282.9,26000,3,0,1,1,1,福岡県
2361,90,112000,11,0,1,1,1,大阪府
2362,100.3,68000,9,1,1,0,1,千葉県
2363,49.2,54000,11,1,0,0,1,大阪府
2364,252.3,13000,3,0,1,0,1,埼玉県
2365,96.8,65000,10,0,1,0,1,埼玉県
2366,292.2,15000,3,0,1,1,1,茨城県
2367,276.3,6000,2,0,1,1,1,茨城県
2368,138.7,48000,10,0,1,1,1,東京都
2369,169.3,44000,6,0,1,0,1,群馬県
2370,165,41000,8,0,1,0,1,熊本県
2371,157.8,78000,8,0,1,1,1,岐阜県
2372,302.6,18000,3,0,1,1,1,宮城県
2373,256.6,11000,3,0,1,0,1,愛知県
2374,160.8,42000,7,0,1,0,1,愛知県
2375,185.6,25000,5,0,1,0,1,熊本県
2376,259.8,35000,4,0,1,1,1,福岡県
2377,159.9,87000,8,0,1,1,1,静岡県
2378,115.8,61000,8,1,1,0,0,神奈川県
2379,125.4,70000,10,0,1,1,1,群馬県
2380,335.8,50,1,0,1,1,1,大阪府
2381,297.9,16000,2,0,1,1,1,愛知県
2382,280.2,158,1,0,1,1,1,石川県
2383,295.7,8000,1,0,1,1,1,兵庫県
2384,213.8,24000,5,0,1,0,1,広島県
2385,259.6,51000,3,0,1,1,1,大分県
2386,335.9,6,1,0,1,1,1,大分県
2387,169.8,68000,8,0,1,1,1,埼玉県
2388,289.9,36000,3,0,1,1,1,北海道
2389,218.8,49000,3,0,1,0,1,福岡県
2390,242.6,19000,2,0,1,0,1,愛知県
2391,179.8,52000,6,0,1,0,1,鹿児島県
2392,90.3,94000,10,0,1,0,1,千葉県
2393,294.8,20000,3,0,1,1,1,千葉県
2394,302.7,12000,1,0,1,1,1,愛知県
2395,208.8,30000,7,0,1,0,1,北海道
2396,299.8,15000,2,0,1,1,1,北海道
2397,69.9,28000,11,0,1,0,1,埼玉県
2398,288.8,20000,2,0,1,1,1,秋田県
2399,132.6,61000,10,0,0,1,1,神奈川県
2400,148.4,49000,10,0,1,1,1,鹿児島県
2401,133.8,78000,9,0,1,1,1,山形県
2402,219.8,57000,4,0,0,1,1,東京都
2403,339.8,11,1,0,1,1,1,大分県
2404,268.9,3000,2,0,1,0,1,徳島県
2405,279.1,31000,4,0,1,1,1,滋賀県
2406,219.9,39000,5,0,1,1,1,岐阜県
2407,132.8,85000,7,0,1,1,0,茨城県
2408,134.8,53000,11,0,1,1,1,群馬県
2409,208.3,18000,5,0,1,1,1,愛知県
2410,182.9,47000,7,0,1,1,1,茨城県
2411,118,51000,10,0,1,0,1,大分県
2412,124.3,36000,10,0,0,0,0,神奈川県
2413,209.8,47000,5,0,1,1,1,福岡県
2414,154.8,25000,9,0,1,0,1,神奈川県
2415,195.1,37000,6,0,1,1,1,福岡県
2416,230.8,32000,4,0,1,1,1,大分県
2417,115.8,91000,10,0,1,1,1,千葉県
2418,117.6,24000,10,0,1,0,1,東京都
2419,193,30000,5,0,1,0,1,滋賀県
2420,139,46000,9,0,1,0,1,三重県
2421,323.8,1000,2,0,1,1,1,佐賀県
2422,165.7,66000,7,0,1,1,1,岐阜県
2423,236.9,6000,1,0,0,0,0,岡山県
2424,295.8,24000,1,0,1,1,1,沖縄県
2425,319.7,8000,1,0,1,1,1,岐阜県
2426,274.9,15000,2,0,1,1,1,愛知県
2427,278,23000,2,0,1,1,1,京都府
2428,286.9,34000,2,0,1,1,1,宮崎県
2429,264.4,26000,3,0,1,0,1,群馬県
2430,293.9,48000,3,0,1,1,1,熊本県
2431,295.1,37000,3,0,1,1,1,山梨県
2432,309.9,9000,3,0,1,1,1,千葉県
2433,287.7,41000,4,0,1,1,1,福岡県
2434,293.9,32000,4,0,1,1,1,千葉県
2435,204.9,68000,5,0,1,1,1,愛知県
2436,177.6,45000,6,0,1,0,1,群馬県
2437,199.2,47000,6,0,1,0,1,埼玉県
2438,149.9,87000,7,0,1,1,1,宮城県
2439,172.9,63000,7,0,1,0,1,栃木県
2440,209.8,27000,7,0,1,1,1,大阪府
2441,117.7,33000,8,0,1,0,1,埼玉県
2442,133.5,78000,8,1,1,1,1,茨城県
2443,168.8,31000,8,0,1,0,1,大阪府
2444,169,47000,8,0,1,0,1,愛知県
2445,107,99000,9,0,1,0,1,兵庫県
2446,137.8,55000,9,0,1,0,1,栃木県
2447,146.7,30000,9,0,1,0,1,奈良県
2448,179.9,55000,9,0,1,1,1,三重県
2449,185.4,18000,9,0,1,1,1,埼玉県
2450,91.1,115000,10,0,0,1,1,新潟県
2451,159.5,63000,10,0,1,1,1,佐賀県
2452,198.2,65000,10,0,1,0,1,北海道
2453,305.4,17000,1,0,1,1,1,埼玉県
2454,299.8,15000,3,0,1,1,1,愛知県
2455,169.8,49000,8,0,1,0,1,滋賀県
2456,249.9,14,1,0,1,1,1,愛知県
2457,123.5,64000,9,0,1,0,1,熊本県
2458,279.9,11000,2,0,1,0,1,岐阜県
2459,116.1,87000,10,0,1,1,1,栃木県
2460,138,80000,8,0,1,1,1,千葉県
2461,255.9,39000,4,0,1,1,1,愛知県
2462,249.8,38000,4,0,1,0,1,熊本県
2463,282.9,36000,3,0,1,1,1,三重県
2464,235.6,13000,1,0,1,0,1,岐阜県
2465,132.3,57000,10,0,1,0,1,千葉県
2466,142.4,34000,9,0,1,0,1,愛知県
2467,347.6,10,1,0,1,1,1,愛知県
2468,200.1,43000,5,0,1,1,1,愛知県
2469,365.9,13,0,0,1,1,1,鳥取県
2470,302.9,15,1,0,1,0,1,山口県
2471,305.4,10000,1,0,1,1,1,愛知県
2472,306.9,11000,1,0,1,1,1,愛知県
2473,308.1,11000,1,0,1,1,1,和歌山県
2474,329.7,9000,1,0,1,1,1,愛知県
2475,349.9,7000,1,0,1,1,1,千葉県
2476,241.8,9000,2,0,1,0,1,栃木県
2477,272.2,40000,2,0,1,1,1,大阪府
2478,288.3,4000,2,0,1,1,1,大分県
2479,309.7,10000,2,0,1,1,1,愛知県
2480,239.8,22000,3,0,1,1,1,島根県
2481,270,21000,3,0,1,1,1,東京都
2482,286.3,19000,3,0,1,1,1,兵庫県
2483,288.2,41000,3,0,1,1,1,大阪府
2484,299.8,11000,3,0,1,1,1,鹿児島県
2485,309.9,29000,3,0,1,1,1,岡山県
2486,293.3,29000,4,0,1,1,1,大阪府
2487,293.8,14000,4,0,1,1,1,岡山県
2488,208.8,29000,5,0,1,0,1,千葉県
2489,209.9,41000,5,0,1,0,1,愛知県
2490,201.8,39000,6,0,1,1,1,岩手県
2491,219.2,32000,6,0,1,1,1,香川県
2492,111.9,107000,7,0,0,1,1,千葉県
2493,189.8,38000,7,0,1,0,1,千葉県
2494,197.3,22000,7,0,1,0,1,香川県
2495,209.8,36000,7,0,1,1,1,愛知県
2496,219.8,41000,7,0,1,1,1,沖縄県
2497,119.2,84000,8,0,1,0,1,香川県
2498,129.2,56000,8,0,1,0,1,愛知県
2499,154.8,58000,8,0,1,0,1,佐賀県
2500,109.9,81000,9,0,1,0,1,愛知県
2501,111.6,95000,9,0,0,1,0,岡山県
2502,112.9,65000,9,0,1,0,1,大阪府
2503,120.1,71000,9,0,1,0,1,奈良県
2504,133.8,85000,9,0,1,0,1,栃木県
2505,164.8,69000,9,0,1,0,1,北海道
2506,169.9,58000,9,0,1,1,1,熊本県
2507,172.9,70000,9,0,1,1,1,千葉県
2508,189.5,44000,9,0,1,0,1,北海道
2509,79.8,85000,10,0,1,0,1,愛知県
2510,113,110000,10,0,1,1,1,福岡県
2511,129.5,29000,10,0,1,1,1,東京都
2512,134.1,51000,10,0,1,0,1,香川県
2513,68.3,71000,11,0,0,0,1,大阪府
2514,133,41000,11,0,0,0,1,京都府
2515,147.9,42000,11,0,1,0,1,熊本県
2516,65.9,65000,12,0,1,0,1,大阪府
2517,309.8,11000,2,0,1,1,1,新潟県
2518,287.9,2000,2,0,1,0,1,東京都
2519,187.9,61000,6,0,1,1,1,愛知県
2520,235.9,15000,3,1,1,1,1,埼玉県
2521,159.8,57000,8,0,1,0,1,熊本県
2522,249.9,31000,3,0,1,0,1,熊本県
2523,159.9,59000,5,1,1,1,1,大阪府
2524,182.8,67000,5,0,1,0,1,新潟県
2525,237.8,21000,5,0,1,1,1,埼玉県
2526,181.8,22000,6,0,1,0,1,東京都
2527,151.8,38000,7,1,1,1,1,茨城県
2528,141.6,42000,9,0,1,0,1,愛知県
2529,346.8,7,0,0,1,1,1,滋賀県
2530,266.6,20000,2,1,1,1,1,福井県
2531,214.8,65000,6,0,1,0,1,宮城県
2532,133.4,73000,7,0,1,1,1,大分県
2533,150.3,38000,7,0,1,0,1,愛知県
2534,119.2,39000,8,0,1,0,1,埼玉県
2535,137.7,40000,8,0,1,0,1,岐阜県
2536,163.2,46000,8,0,1,0,1,北海道
2537,178.1,42000,8,0,1,0,1,宮城県
2538,113.4,97000,9,0,1,1,1,埼玉県
2539,114.6,72000,10,0,1,0,1,群馬県
2540,79,50000,12,0,0,0,1,千葉県
2541,149.9,66000,8,0,1,0,1,徳島県
2542,117.4,98000,9,0,1,1,1,千葉県
2543,129.7,48000,11,0,1,1,1,大阪府
